Collection,SINNO.ID,Name.Swe,Name.Eng,Descri.Swe,Industry,Product.code,Use.sectors,Use.sector.2,Use.sector.3,Use.sector.4,X,Notes,Innovation.type,Artifactual.complexity,Developmental.complexity,COM_Year,Commissioner,Firm.Novelty,Market.Novelty,Patent.Status,Literal.name.of.innovating.firm...SINNO.s.common.name...SINNO.ID,Location,Firm.only.produces.the.innovation,Corporate.group,Firm.founded.for.development.or.commercialization,Previously.developing.firms,Previously.developing.firm.2,Previously.developing.firm.3,Previously.developing.firm.4,Presentation.Year,Development.Year,Year.of.first.prototype,Use.sector.5,Use.sector.6,Use.sector.7,Use.sector.8,Use.sector.9,Origins,Origin.2,Origin.3,Origin.4,Origin.5,Additional.information.if.Origin...1a.New.scientific.discovery,Additional.information.if.Origin...1b.New.technologies.or.materials,Additional.info.if.Origin...2a.Official.regulation..legislation.and.standards.,Additional.information.if.Origin...5b.Solution.for.a.problem,Additional.information.if.Origin...7.Performance,Additional.information.if.Origin...20.Other,Science.spin.off,Research.insititutes.of.spin.off,Research.insititute.2.of.spin.off,Research.insititute.3.of.spin.off,Universities.of.spin.off,University.2.of.spin.off,University.3.of.spin.off,Developed.in.collaboration.with.other.actors,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID,Type,Country,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.1,Type.1,Country.1,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.2,Type.2,Country.2,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.3,Type.3,Country.3,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.4,Type.4,Country.4,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.5,Type.5,Country.5,Public.technology.program.involved,Public.technolgy.program.s.name,External.financing.received,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID,Type.of.funder,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.1,Type.of.funder.1,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.2,Type.of.funder.2,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.3,Type.of.funder.3,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.4,Type.of.funder.4,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.5,Type.of.funder.5,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.6,Type.of.funder.6,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.7,Type.of.funder.7,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.8,Type.of.funder.8,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.9,Type.of.funder.9,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.10,Type.of.funder.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.1,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.2,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.3,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.4,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.5,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.6,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.7,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.8,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.9,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.11,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.12,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.13,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.14,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.15,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.16,BIO.Name
SWINNO - extension,10896001,Miniox,Miniox,"Utrustning för att vakuum-rena hydraulolja från vatten och luft vilket förlänger oljans livslängd samt medför miljövinster då olja som snabbare bryts ned i kontakt med luft kan användas. Tankstorleken kan också minskas vilket ökar mobiliteten, minskar risken för stora oljeläckage samt minskar energin som krävs att starta hydraulsystemet.",Food,29120,28210,29,,,3658,Tekniken utvecklades av Redfox i Örnsköldsvik för rening av transformatorolja. Hydac köpte sedan upp Redfox och applicerade tekniken på ett annat område.,1,2,2,2009,,2,NA,0,Hydac Fluidteknik AB ; Hydac Fluidteknik ; 10361002,,NA,Hydac,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Automation ;  ; 2009 ; 9 ; 24 ; ,2 ; Verkstäderna ;  ; 2009 ; 14 ; 10 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,10924001,Alentpumpen,,Styrningsmodul for en trätorkmetod som låter fläktarna stå still ger bättre (rakare med mindre spänning) virke på samma tid av mindre energi. ,Machinery and Equipment,33300,20,2,,,3659,,1,2,2,2009,,1,2,0,Alent Drying ; Alent Drying ; 10383002,Luleå,NA,,1,,,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,1,Stenvalls Trä ; Stenvalls Trä ; 13659002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; NTT ;  ; 2009 ; 16 ; 10 ; ,1 ; NTT ;  ; 2010 ; 15 ; 4 ; ,1 ; NTT ;  ; 2011 ; 3 ; 16 ; ,3 ; NTT ;  ; 2012 ; 15-16 ; 15-21 ; ,"3 ; NTT ;  ; 2013 ; 9-10 ; 9-10,12,14-16 ; 9",5 ; NTT ;  ; 2013 ; 20 ; 4 ; ,1 ; NTT ;  ; 2014 ; 14-15 ; 18-19 ; 18,3 ; NTT ;  ; 2015 ; 7 ; 8-14 ; ,,,,,,,,,,NA
SWINNO - extension,10994001,Pastair-Processen,,"Kall pastöriseringsprocess som med ozon (aktivt syre) ""eliminerar clostridiumsporer"" vilka utgör ett ""stort problem vid gårdsproduktion av ost eftersom de försämrar lagringen"". Vid vanlig pastörisering värms livsmedlet upp för att döda bakterier och mikroorganismer vilket är effektivt men energikrävande och kan också försämra näringsinnehållet i livsmedlet. Kall pastörisering undviker båda dessa problem och Pastairs process kräver hälften så mycket energi som konventionella processer. Dessutom bibehålls näringsinnehållet i större utsträckning.",,29530,15,,,,3662,,1,2,2,2009,,1,2,2,Pastair ; Pastair ; 10439002,Lund,NA,,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,7,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,GLG Partners (UK) ; GLG Partners ; 12190002,9,Vinnova ; VINNOVA ; 12466002,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,3 ; Livsmedel i fokus ;  ; 2012 ; 4 ; 14 ; ,1 ; Livsmedel i fokus ;  ; 2008 ; 4 ; 24-25 ; ,5 ; Livsmedel i fokus ;  ; 2009 ; 5 ; 33 ; ,1 ; Ny Teknik ;  ; 2008 ; 19 ; 22 ; ,2 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2008 ; 7-8 ; 27 ; ,2 ; Livsmedel i fokus ;  ; 2011 ; 7 ; 28 ; ,1 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2009 ; 6 ; 8 ; ,,,,,,,,,,,NA
SWINNO - extension,11292001,,,"""Ventiltekniken för spolfunktion i wc-stolar"" (Energi & Miljö, 2009, nr. 5, p. 32-34)
",,29130,26220,,,,3676,,1,2,2,2009,,3,NA,0,Gustavsberg ; Gustavsberg ; 10272002,Gustavsberg,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Energi & Miljö ;  ; 2009 ; 5 ; 32-34 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,11542001,,Clonestem,"Verktyg för stamcellsforskare som möjliggör ... högeffektiv odling av enskilda, human, embryonala stamceller till kloner i en helt definierad cellodlingsmiljö, utan kontaminering från djurceller."" ""Biolamina har med genteknik framställt humant, rekombinant laminin-521 och ... skapat en cellodlingsmiljö som efterliknar stamcellernas naturliga"" (Kemivärlden Biotech med Kemisk Tidskrift, 2012, nr. 7-8, p. 48)",,73103,85,,,,3687,,1,2,2,2009,,1,NA,0,Biolamina ; Biolamina ; 10924002,Stockholm,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b,,,,,,,,"""Dessa gör det möjligt att odla stamceller utan kroppsfrämmande ämnen. Därmed sopar de också undan det största hindret för att starta kli- niska försök mot obotliga folksjukdomar som alzheimer, parkinson, diabetes och ryggmärgsskador. För att stamceller ska kunna föras in i människan måste de vara fria från såväl djursubstanser som andra främmande ämnen. Så är det inte i dag. Stamceller odlas antingen på en stödmatta av musproteiner, eller på mänsk- liga celler som producerar mängder av proteiner vilka inte går att kontrollera.""",,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,4 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2012 ; 7-8 ; 48 ; ,1 ; Kemivärlden Biotech med Kemisk Tidskrift ;  ; 2014 ; 3 ; 12 ; ,1 ; Ny Teknik ; 33-listan ; 2012 ; 16 ; 21 ; ,1 ; Ny Teknik ;  ; 2011 ; 12 ; 18 ; ,2 ; Ny Teknik ; 33-listan ; 2011 ; 13 ; 16 ; ,,,,,,,,,,,,,NA
SWINNO - extension,11613001,M4BP,,"En nyutvecklad elmotor som anses vara sannolik att medföra vinster i effektivitet och miljöpåverkan. Motorn uppges ha uppemot 50 procent lägre energiförlust jämfört med de motorer som för närvarande (2010) finns i svensk industri. (Elektroniktidningen, 2010, nr.1, s.21) Den höga verkningsgraden beror på en rad delfaktorer såsom materialval samt den elektriska konstruktionen av lindningen.",,31100,-100,,,,3689,,1,2,2,2009,,2,2,0,ABB ; ABB ; 9363002,,NA,,NA,,,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,4,7,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5 ; Bergsmannen 1 ;  ; 2009 ; 6 ; 6 ; ,1 ; Svensk Papperstidning ;  ; 2009 ; 4 ; 20 ; ,5 ; Plastforum ;  ; 2009 ; 11 ; 5 ; ,1 ; Elektroniktidningen ;  ; 2010 ; 1 ; 21 ; ,,,,,,,,,,,,,,NA
SWINNO - extension,11635001,PlastSep,,"Återvinningsteknologi för att skilja metaller från plaster vid återvinning av kablar. Tekniken bygger på två komponenter, ett vattenbad samt ett skakbord som separerar materialet vilket tidigare varit komplicerat. Med den nya tekniken kan man ta vara på PVC-plast exempelvis, återvinna mer koppar än tidigare ur kabel osv.",Wastewater Treatment,37200,37,,,,3691,Projektet genomfördes i Swerea IVF:s regi.,3,2,2,2009,,2,2,2,Stena Recycling ; Stena Recycling ; 10833002,Timrå,NA,Stena Metall,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,19,,,,,,,,,,1,Swerea IVF,,,,,NA,1,Swerea IVF ; Swerea IVF ; 10518002,14,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,1,Wire & Cable (Swerea IVF),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2009 ; 3 ; 11 ; ,2 ; Struktur ;  ; 2009 ; 2 ; 21-23 ; ,1 ; Teknik & Tillväxt ;  ; 2010 ; 1 ; 3 ; ,,,,,,,,,,,,,,,NA
SWINNO - extension,11699001,Kee-Bio,,Spritspåse av flerskiktsfilm som utgörs av miljövänlig bioplast vilket är världens första som är såväl komposterbar och bionedbrytbar. ,,25240,15,,,,3700,,1,3,3,2009,,2,2,0,Kee Plastics ; Kee Plastics ; 10989002,Norrköping,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,Den första spritspåsen som är komposterbar och bionedbrytbar,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum ;  ; 2010 ; 9 ; 44 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,12530001,Pyroarc,,En metod för återvinning av litiumbatterier baserad på plasmateknik.,Wastewater Treatment,37100,401,,,,3721,"Based on the SKF technologies surrounding Plasmawaste and Plasmared developed by Sven Santén and others (see other innovations in SINNO). As such the basic technology was commercialized already in the 1980s, but has since been further developed.",1,1,1,2009,,2,2,0,Scanarc ; Scanarc ; 11166002,Hofors,NA,,NA,SKF,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1b,,,,,"""Processen kallas Pyroarch och baseras på plasmateknik. Grunden utvecklades av Scanarcs tekniska chef Sven Santén och hans dåvarande kollegor på SKF redan i början av 1970-talet. SKF sålde verksamheten till Sven Santén och några kolleger i slutet av 80-talet. De fortsatte att utveckla tekniken och bygga mindre anläggningar för förbränning av avfall. för några år sedan köptes bolaget i Hofors av det norska börsbolaget Scanarc.""  (Ny Teknik, 2009, nr. 35, p. 12-13)",,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2009 ; 35 ; 12-13 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,12539001,Grön asfalt,,"Ett ombyggt mobilt asfaltsverk som kan tillverka asfalt vid lägre temperaturer ""med lägre energiåtgång, lägre koldioxidutsläpp och mindre rök"".",,29520,45230,,,,3726,,3,3,2,2009,,2,NA,1,NCC Roads ; NCC Roads ; 12964002,Umeå,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5b,,,,,,,"""Roger Lundberg har experimenterat i flera år memd att sänka tempraturen i asfaltstillverkningen. Först som en ren arbetsmiljöåtgård, men det sista året har miljöaspekten och energikostnaden kommit i fokus. Asfalt består till 94 procent av sten och 6 procent av bindemedelt bitumen - den sista tjocka restprodukten från raffineringen av råolja.""  (Ny Teknik - Automation, 2009, nr. 5, p. 18)",,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ; Automation ; 2009 ; 5 ; 18 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,12569001,,,"""världen första elhybridbåt som drivs med vanliga träpellets."" (Ny Teknik, 2009, nr. 6, p. 18). Båten är den första kommersiella implementeringen av företagets elhybriddrift som använder pellets för att generera el.",,31100,35110,,,,3730,,1,1,2,2009,,1,2,2,Precer ; Precer ; 11192002,Karlstad,1,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,,,,,,,,betydligt lägre bränslekostnad; miljövänligt,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2009 ; 6 ; 18 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,12582001,Svalin light,,En kulfångare av gummi för skjutbanor som fångar upp de splittrade kulorna så att de kan återvinnas.,,25130,7524,,,,3735,,1,2,3,2009,,2,NA,0,Erlandssons Industri AB ; Erlandssons Industri ; 12579002,Luleå,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,,,,,,,,"""Det 'miljövänliga' består i att kulorna och splittret inte kan studsa åt sidorna utan träffar en  tjock gummiduk som sluter toll omkring skotthålet när kulan passerar.""  (Ny Teknik, 2009, nr. 7, p. 20)",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2009 ; 7 ; 20 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,12769001,Network Platform QCS800xA,,Kvalitetsstyrsystem för pappers- och massaindustrin som kontrollerar och hanterar en mängd faktorer under produktionsprocessen såsom tjocklek och fukthalt.,Machinery and Equipment,33200,21,,,,3758,"Systemet är en vidareutveckling av ABB:s QCS-plattform (Quality Control System) som funnits på marknaden åtminstone sedan 1988 och som sedan dess genomgått en rad uppgraderingar. (Automation, nr.7, s.33)",1,1,2,2009,,2,NA,0,ABB ; ABB ; 9363002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,,,,,,,,,"""ABB har tillsammans med Hallsta tagit fram flera nya funktioner i kvalitetsstyrsystemet QCS. Bland annat har Hallsta kommit medinnovativa lösningar kring våtändesfärgstyrningen på  pappersmaskinen PM12. ABB har integrerat den nya funktionen i det befintliga QCS samt med Hallstas hjälp vidareutvecklat en kalibreringsfunktion för färgmätning. Nu kan man göra uppföljning av laboratoriemättningar på ett bättre sätt. Hallsta kan mäta ohc kontrollera papperstjockleken med hög precision även på mycket krävande papperskvalitéen"" (Automation, 2009, nr. 7, p. 33)",NA,,,,,,NA,1,Holmen Paper Hallsta ; Holmen Paper Hallsta ; 13760002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 2009 ; 7 ; 33 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,12927001,Easy Ad,,System för utomhusreklam i en wellpappskvalitet som passar för såväl inom- som utomhusbruk och som dessutom är till 100 procent återvinningsbar.,Chemical and Plastics,21211,52,,,,3762,Kommersialiserat sedan ett antal år.,1,3,3,2009,,3,NA,0,SCA Display ; SCA Display ; 11446002,Norrköping,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,,,,,,,,"The material is versatile, can be used both outside and inside.",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Aktuell Grafisk Information ;  ; 2009 ; 439 ; 46 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8448001,BLGCC / Booster,,Teknik för förgasning av svartlut; den restprodukt som återstår när ved kokakts i ett massakokeri. Om vattnet i restprodukten tas bort är resten ett bra bränsle som kan användas i vanliga sodapannor. Det nya med tekniken är att svartluten från massakokeriet förgasas i en reaktor istället för att brännas upp direkt. Fördelarna med svartlutsförgasning är bland annat att fögasninge ger ett elöverskott som kan ersätta el producerad med fossila bränslen och att massautbytet kan höjas genom nyttjande av effektivare kokcykler.,Wastewater Treatment,37200,2111,,,,3769,The process is being used in a project to mass-produce fuel for trucks. (SPCI 2008 7),1,2,1,2010,,1,2,1,Chemrec ; Chemrec ; 7450002,Piteå,NA,,NA,Kvaerner Pulping,,NA,NA,NA,NA,1989,NA,NA,NA,NA,NA,5a,7,1b,12,,,,,,"Effektiviserar produktionsledet; återvinner insatsvaror; minskar behovet av förbränning i reaktorn; uppnår en större produktion av bränngas; nära hundraprocentig reduktionsgrad och kolvnvertering; fögasningen ger ett elöverskott som kan ersätta el producerad med fossila bränslen; medför höjt massautbytet genom nyttjande av effektivare kokcykler. Kapacitetsökning, minimerar explosionsrisk, ökning av elutbyte, mindre utsläpp.",,NA,,,,,,NA,1,SKF Plasma Technologies ; SKF Plasma Technologies ; 13531002,17,SWE,Kamyr AB ; Kamyr ; 9962002,8,SWE,,NA,,,NA,,,NA,,,NA,,NA,,1,VTT ; Volvo Technology Transfer ; 12471002,9,Vantage Point ; Vantage Point ; 12454002,9,"Environmental Technologies Fund, ETF ; Environmental Technologies Fund ; 12152002",9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1990 ; 16 ; 5 ; ,"2 ; Svensk Papperstidning ;  ; 1991 ; 10 ; 32-33,35-36,39-40 ; ",1 ; Svensk Papperstidning ;  ; 1994 ; 7 ; 50 ; ,1 ; Svensk Papperstidning ;  ; 2001 ; 7 ; 24 ; ,2 ; Svensk Papperstidning ;  ; 2001 ; 7 ; 48-50 ; ,1 ; Kemisk Tidskrift ;  ; 1990 ; 5 ; 20-21 ; ,1 ; Svensk Papperstidning ;  ; 2001 ; 12 ; 46-47 ; ,1 ; Ny Teknik ;  ; 2004 ; 47 ; 6 ; ,2 ; Ny Teknik ;  ; 2008 ; 8 ; 24-25 ; ,5 ; Svensk Papperstidning ;  ; 2008 ; 7 ; 44-45 ; ,1 ; Svensk Papperstidning ;  ; 2008 ; 10 ; 6 ; ,5 ; Svensk Papperstidning ;  ; 2010 ; 10 ; 42 ; ,2 ; Automation ;  ; 2014 ; 1 ; 7 ; ,1 ; Ny Teknik ;  ; 2012 ; 18 ; 9 ; ,1 ; Automation ;  ; 2009 ; 4 ; 18-23 ; ,,,NA
SWINNO - extension,10870001,Nadura,,"""Helt nytt supergolv"" (NTT, 2010, nr. 2, p. 4)
Gjort av en pulverblandning, placerat på en bärare.
Blanding: Träpulver, melamin, färgpigment, aliminiumoxid. 
Oerhört slitstarkt.",Chemical and Plastics,20202,45,-101,,,3771,Process is both licensed and used in-house for production.,1,3,3,2010,,2,1,0,Välinge Innovations ; Vellinge Innovation Sweden ; 7624002,Välinge,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; NTT ;  ; 2010 ; 2 ; 4 ; ,5 ; NTT ;  ; 2011 ; 6-7 ; 10-11 ; ,3 ; NTT ;  ; 2014 ; 3 ; 10 ; ,2 ; NTT ;  ; 2014 ; 18 ; 4 ; ,3 ; SPCI Svensk Papperstidning ;  ; 2014 ; 12 ; 6 ; ,,,,,,,,,,,,,NA
SWINNO - extension,10878001,Refloor,,"Upplyft golv utan reglar, med plats för rör, kablar och/eller ventilationsutrymme. Golvet är både miljömärkt och skall gå snabbt att lägga.",Chemical and Plastics,20202,45,,,,3775,"It uses other products from Byggelit, at least one of which has a patent.",1,3,3,2010,,3,NA,0,Byggelit ; Byggelit ; 10063002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; NTT ;  ; 2010 ; 6-7 ; 7 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,10928001,,,"Containergolv av komposit (trä, återvinnings plast och en kemisk reagens) som skall ersätta tropiskt hårdträ.",Chemical and Plastics,20510,61102,28210,,,3780,,1,3,2,2010,Maersk,2,2,0,Vida Packaging ; Vida Packaging ; 10386002,Vetlanda,NA,Vida AB,NA,,,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,7,12,,,,,,,,,,NA,,,,,,NA,1,Maersk Container ; Maersk Container ; 13661002,18,DNK,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; NTT ;  ; 2009 ; 25 ; 12 ; ,1 ; Plastforum ;  ; 2009 ; 11 ; 8 ; ,,,,,,,,,,,,,,,,NA
SWINNO - extension,10934001,,,"Satelliter som kan utföra ""autonom formationsflyging"" , mycket avancerade rörelser i förhållande till varandra. Modersatelliten är utrustad med ny teknik som gör att den rör sig ""helt självständigt"" i förhållande till dottersatelliten. Satelliterna har även två nya rakettekniker; en med miljövänligt bränsle av ammoniumdinitramid, och en motortyp av tunna kiselplattor.",,35300,62300,,,,3782,,1,1,1,2010,,2,2,0,Rymdbolaget ; Rymdbolaget ; 9870002,Solna,NA,,NA,,,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,4,2c,,,,,,,,,"""Satellitparet ingår i Prismaprojektet, har beställts och finansierats av Rymdstyrelsen. Det har kostat cirka 350 miljoner kronor och tagit fyra år att bygga.""",NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2010 ; 9 ; 18-19 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - extension,10950001,Hoppolek,,"Träningsmaskin för svårt handikappade som ""stärker skelettet genom stötande belastning underifrån"".",Machinery and Equipment,33101,80101,73,,,3786,"User: ""I veckan fick maskinen sin CE-märkning, det vill säga blev godkänt som en medicinteknisk produkt. Det gör att förskolan i Solna som väntat på maskinen sedan i juni nu får sitt exemplar. Tidigare har tre maskiner levererats till ett forskningsprojekt i Göteborg . Ett exemplar står även på Tekniska museet i Stockholm.""",1,2,2,2010,,1,NA,0,Jump & Joy ; Jump & Joy  ; 10402002,,NA,,NA,,,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,5b,,,,,,,,"""Att vara barn och inte kunna hoppa och snurra är en sorg. Dessutom leder det till sämre balans och skörare skelett. Ylva Dalén har uppfunnit maskinen som löser problemet. "" ""Idén till uppfinningen fick Ylva Dalén när hon arbetade som sjukgymnastför barn med svåra funktionshinder. De bröt benen, ibland bara när någon klädde på dem. Men det berodde inte på att personalen var hårdhänt, utan för att skelettet blivit så skört av att inte belastas.

- Skelettet är som musklerna, om det inte används blir det skört, säger Ylva Dalén, numera vd för företaget Jump & Joy .""",,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 2010 ; 9 ; 22 ; ,,,,,,,,,,,,,,,,,NA
